Name;Team;Competition;Nationality;Age;Primary Position;Secondary Position;Minutes Played;finishing;dribbling;passing;creation;defending;pressing;overall;overall_global;overall_league_adjusted
Mario Götze;PSV Eindhoven;Eredivisie;Germany;28;Right Midfielder;Left Centre Midfielder;1457,5167;76,50905212;39,92045982;75,0708339;26,61016042;46,61227058;79,99163604;97,48989079;100;73,66619397
Lionel Messi;Barcelona;La Liga;Argentina;33;Centre Forward;Right Centre Forward;3214,0835;47,75648182;61,86575032;95,19049991;45,67385477;28,82346774;36,56807255;96,73025747;95,02323416;100
Alexis Sánchez;Inter Milan;Serie A;Chile;32;Left Centre Forward;Left Centre Midfielder;1233,7667;64,14757;49,76003941;57,69598933;65,93459044;23,13526846;62,04031815;98,06688155;92,54769711;87,65532781
Emiliano Buendía;Norwich City;Championship;Argentina;24;Right Wing;Right Midfielder;3520,5994;34,34668279;45,44234679;63,66981959;49,015576;49,17490211;81,16062981;80,06397924;89,35557877;79,93017984
Rafa Silva;Benfica;Primeira Liga;Portugal;28;Right Midfielder;Right Wing;2314,9497;34,31422694;59,61279667;68,49078779;47,23642605;38,88773927;73,53149193;87,4515232;88,3702583;83,69872187
Neymar;Paris Saint-Germain;Ligue 1;Brazil;29;Left Wing;Centre Attacking Midfielder;1500,5833;18,80561516;77,93116869;74,78421029;62,23317599;22,59138965;56,71864423;91,29085135;87,91556865;83,26806858
Noa Lang;Club Brugge;Jupiler Pro League;Netherlands;21;Left Wing;Right Wing;2258,4502;51,46647641;48,38000665;77,20929408;48,23545106;42,89245863;49,3003462;90,04202541;87,4456955;64,41791567
Michel Ange Balikwisha;Standard Liège;Jupiler Pro League;Belgium;20;Right Wing;Left Wing;2154,4668;78,13356457;31,57653194;50,3510138;16,70047809;49,5053772;74,92742468;85,58689554;87,24087007;64,26702857
Thomas Müller;Bayern Munich;1. Bundesliga;Germany;31;Centre Attacking Midfielder;Centre Forward;2813,2334;50,90484394;32,91779932;61,62577467;63,74842275;38,65814324;87,90040956;85,02043768;85,98851631;76,91828163
Luis Muriel;Atalanta;Serie A;Colombia;30;Centre Forward;Left Centre Forward;1539,6832;78,19996332;45,56703845;54,39562287;45,69444093;28,22203454;56,10514404;97,81065786;85,60966597;81,08406334
Alphonso Davies;Bayern Munich;1. Bundesliga;Canada;20;Left Back;Left Wing;1865,2833;52,93953891;49,9095589;67,79208317;7,037946004;86,53022188;52,51880368;83,58243095;85,4054645;76,39673124
Karim Adeyemi;Salzburg;Bundesliga;Germany;19;Left Centre Forward;Right Centre Forward;1180,9666;59,69819262;45,7296287;35,72615171;99,90039875;29,47045611;90,36381859;100;85,35151872;53,89304172
Philip Foden;Manchester City;Premier League;England;21;Left Wing;Left Centre Midfielder;1728,3666;52,77083521;42,66825446;70,21018723;32,17076064;49,60218341;71,11406225;85,18604167;84,20867169;88,61903347
Aaron Ramsey;Juventus;Serie A;Wales;30;Left Midfielder;Left Centre Midfielder;1157,2998;21,81163665;32,96499864;72,83673178;46,36920182;37,23662719;75,49640997;65,55591759;82,66705643;78,29700961
Josip Iličić;Atalanta;Serie A;Slovenia;33;Right Centre Forward;Right Attacking Midfielder;1583,6833;20,07478342;60,07195764;75,01382153;75,45560907;23,76890576;39,61018574;82,68130514;82,16023271;77,81697823
Chukwunonso Madueke;PSV Eindhoven;Eredivisie;England;19;Right Centre Forward;Left Centre Forward;1049,0834;64,52599354;49,1528816;60,81029522;35,27752131;25,01106569;66,0820005;92,1325158;82,01444684;60,4169215
Jack Grealish;Aston Villa;Premier League;England;25;Left Wing;Centre Attacking Midfielder;2358,5334;30,92081507;56,96552935;65,10377163;55,62177884;29,21756023;29,9836817;79,55595625;81,35255998;85,6133352
Aleksandr Golovin;AS Monaco;Ligue 1;Russia;25;Left Midfielder;Right Wing;1128,3667;48,01720247;36,68769426;46,5083921;41,60961523;35,45991168;96,5189833;78,11001349;81,12754191;76,83887878
Kieran Dowell;Norwich City;Championship;England;23;Centre Attacking Midfielder;Left Wing;1004,68335;42,23332985;38,23310201;53,09380153;42,09228956;26,6563714;85,1182997;75,38278629;79,91235453;71,48304512
Julian Draxler;Paris Saint-Germain;Ligue 1;Germany;27;Left Wing;Right Wing;1144,9333;76,64430964;35,44845675;67,22846646;29,14651603;34,09411833;43,28191366;88,81251995;79,47628469;75,27491234
Brenden Aaronson;Salzburg;Bundesliga;USA;20;Left Midfielder;Left Wing;1377,8832;57,22380515;41,35448793;42,62934496;51,600964;36,97039112;99,98260768;88,00643522;79,17699109;49,99429357
Yeremi Pino;Villarreal;La Liga;Spain;18;Left Wing;Left Midfielder;878,5333;51,81772743;40,2507149;52,81387497;16,08504322;40,50365882;80,16198384;76,28244204;78,76954661;82,89503857
David Neres;Ajax;Eredivisie;Brazil;24;Right Wing;Left Wing;1251,9167;31,13167312;38,17561831;73,75846395;57,70100475;36,85341486;74,37490977;76,50992435;78,46519909;57,80232576
Serge Gnabry;Bayern Munich;1. Bundesliga;Germany;25;Left Wing;Right Wing;1726,8333;47,73367164;34,86454096;60,50439242;37,89522033;53,22712103;66,20976769;76,69092706;77,58274757;69,3991696
Ousmane Dembélé;Barcelona;La Liga;France;24;Right Wing;Left Wing;1866,5332;29,61965871;50,07553866;81,38393845;38,18106831;35,87649989;65,24086857;78,69408685;77,41768373;81,47237295
Kader Bamba;Nantes;Ligue 1;France;27;Left Wing;Right Wing;1031,6833;50,71851559;57,30289394;50,55544969;19,08205798;47,53228695;28,56931684;80,4714867;77,32088027;73,23344954
Iker Muniain;Athletic Bilbao;La Liga;Spain;28;Centre Attacking Midfielder;Left Midfielder;2017,6832;50,42807363;51,53290235;61,75420277;17,68819677;32,96773277;39,19834499;79,21386393;77,27498885;81,32220455
Pedro Gonçalves;Sporting CP;Primeira Liga;Portugal;22;Right Wing;Right Attacking Midfielder;2867,6167;71,70674199;26,21354194;40,96585133;32,2955549;43,16624235;76,72180557;80,18957942;76,93978958;72,87250453
Luis Sinisterra;Feyenoord;Eredivisie;Colombia;21;Left Wing;Left Attacking Midfielder;1439,0167;39,20836348;47,48790605;57,85421158;41,85337039;31,67602948;55,82862295;77,06264287;76,79112607;56,56909989
Luis Díaz;FC Porto;Primeira Liga;Colombia;24;Left Midfielder;Left Wing;1776,6001;35,61421298;54,04309991;52,21220199;25,62667079;50,07615462;67,14520525;76,50156533;76,7838054;72,72476617
Antony;Ajax;Eredivisie;Brazil;21;Right Wing;Left Wing;1854,2168;41,65374426;39,91467125;70,42104431;52,44059602;41,41747738;57,25818976;79,87744257;76,76640587;56,55088945
Ruslan Malinovskiy;Atalanta;Serie A;Ukraine;28;Right Wing;Right Centre Forward;1972,8835;28,77021785;48,89572943;67,33688963;66,76268207;31,40603776;63,76440759;80,64042763;76,43328489;72,39277531
Kingsley Coman;Bayern Munich;1. Bundesliga;France;24;Left Wing;Right Wing;1839,9169;25,86029541;50,21172227;67,931448;58,52524267;33,81758591;66,7371599;78,51526918;76,4267768;68,36513286
Lucas Vázquez;Real Madrid;La Liga;Spain;29;Right Back;Right Wing;1948,3501;21,08009192;35,79306254;72,89956226;35,70507427;54,17735291;74,00234798;65,32814853;76,19103254;80,18147688
Albert Adomah;Queens Park Rangers;Championship;Ghana;33;Right Wing;Right Wing Back;1004,8498;27,37882497;35,91434665;43,54654039;62,13676513;50,3572984;49,59475399;65,73897877;75,43672939;67,47951756
Diogo Jota;Liverpool;Premier League;Portugal;24;Left Wing;Right Wing;1198,3167;56,88707914;37,80390973;50,30855989;21,26032758;28,07548494;84,54153301;78,02708812;75,33807288;79,28384415
Jadon Sancho;Borussia Dortmund;1. Bundesliga;England;21;Right Wing;Left Wing;2157,8333;35,51377756;47,27020378;78,49684899;40,32260945;41,38374159;43,30086291;78,08509937;75,27152462;67,33173891
Maryan Shved;Mechelen;Jupiler Pro League;Ukraine;23;Right Wing;Left Wing;1018,85;32,94522472;37,36756216;39,35502391;48,06811435;41,97437915;96,01865673;70,37606917;75,27002506;55,44856267
Marco Reus;Borussia Dortmund;1. Bundesliga;Germany;32;Centre Attacking Midfielder;Left Wing;2369,7837;38,06171825;33,82004471;62,48285129;47,10192881;36,67393095;69,90946912;72,49540291;75,23176525;67,29617343
Sébastien Haller;Ajax;Eredivisie;France;26;Centre Forward;0;1653,8;55,93259949;34,03766161;46,22356109;33,11431739;32,25706445;85,18126215;77,47726446;74,8774262;55,15935002
Selim Amallah;Standard Liège;Jupiler Pro League;Belgium;24;Left Wing;Centre Attacking Midfielder;2176,7502;31,03529179;57,57635717;44,98427555;13,02856448;63,77509618;76,3371663;73,54770297;74,86561142;55,15064653
Kylian Mbappé;Paris Saint-Germain;Ligue 1;France;22;Left Wing;Centre Forward;2494,25;62,73418163;42,27948509;61,7252161;29,94862152;22,17210782;30,95743369;81,82957892;74,60609528;70,66217683
Antoine Griezmann;Barcelona;La Liga;France;30;Left Wing;Centre Forward;2727,8496;46,14980279;31,00031999;73,81026271;32,55657835;34,10901405;66,8040665;73,9172095;74,29931879;78,19068614
Leroy Sané;Bayern Munich;1. Bundesliga;Germany;25;Right Wing;Left Wing;1905,55;28,31130812;47,39675876;54,96594216;53,91401194;35,86376358;78,81064428;75,95008717;74,1143766;66,29664909
Otavinho;FC Porto;Primeira Liga;Brazil;26;Left Midfielder;Right Midfielder;2253,3833;13,78664485;47,45216192;62,62192091;34,27033582;46,59426681;78,65300713;65,62048286;74,05502698;70,14023977
Henrikh Mkhitaryan;AS Roma;Serie A;Armenia;32;Left Attacking Midfielder;Left Wing;2903,5496;39,70621752;36,18632889;49,85451704;48,72053627;41,20366196;65,83400296;72,34392014;73,6683317;69,77398645
Krépin Diatta;Club Brugge;Jupiler Pro League;Senegal;22;Right Wing;Right Wing Back;1565,4;52,27829173;41,19190021;57,50247205;41,84237135;48,67474992;37,43200458;79,64347862;73,57977914;54,20342283
Hirving Lozano;Napoli;Serie A;Mexico;25;Right Wing;Left Wing;2081,5996;50,13397091;37,93819493;44,01460581;35,54244013;36,33990837;63,32996702;74,36901309;73,51665021;69,63032333
Ihlas Bebou;Hoffenheim;1. Bundesliga;Togo;27;Right Centre Forward;Centre Forward;2321,2334;48,98272382;40,38398756;43,710423;34,93049292;52,81701453;46,56628329;74,12790952;73,35807953;65,6201277
Éverton;Benfica;Primeira Liga;Brazil;25;Left Midfielder;Left Wing;2075,0664;38,20713937;42,81882256;65,33111695;32,84597545;43,27151773;61,02431093;74,62920795;73,06883708;69,20618304
Julian Brandt;Borussia Dortmund;1. Bundesliga;Germany;25;Centre Attacking Midfielder;Left Wing;1587,383;31,14505078;36,24722417;73,68738727;27,20890141;47,12379758;74,37543742;69,04796134;72,98113871;65,28294732
Albert Gudmundsson;AZ Alkmaar;Eredivisie;Iceland;23;Right Wing;Centre Forward;2044,3168;28,61645026;43,04286078;50,1025612;35,94741311;32,65405107;68,48694322;67,00541076;72,97720176;53,759527
Mason Mount;Chelsea;Premier League;England;22;Left Centre Midfielder;Left Wing;3083,3335;16,18832409;35,84351147;71,42666266;27,42821935;48,94768732;84,56697551;61,25970223;72,90024801;76,71834015
Robert Ibáñez;Leganés;La Liga 2;Spain;28;Right Wing;Right Midfielder;1393,8501;43,91024275;65,67995407;43,13328054;9,395662572;47,8061671;39,62505659;79,06892873;72,6542898;53,52165005
Gonzalo Melero;Levante;La Liga;Spain;27;Left Defensive Midfielder;Left Centre Forward;1960,0668;59,55027345;31,85593564;55,78028332;13,74327863;36,82296645;47,14592471;71,74557471;72,57496146;76,37601698
Paul Mukairu;RSC Anderlecht;Jupiler Pro League;Nigeria;21;Left Wing;Left Centre Midfielder;1362,4498;17,02965754;63,33607524;60,06910296;22,44624955;45,28308355;47,335085;69,87073423;72,55642436;53,44955631
Percy Tau;RSC Anderlecht;Jupiler Pro League;South Africa;27;Centre Defensive Midfielder;Right Wing;1136,2501;34,41941566;21,79987779;51,64446999;45,52696397;40,26091969;73,96238105;61,40941985;72,55185873;53,44619298
Callum Hudson-Odoi;Chelsea;Premier League;England;20;Right Wing;Right Wing Back;1135,45;21,86536752;27,17989596;81,16241539;44,06523274;44,99522696;61,66072402;62,34002103;72,50526536;76,3026706
Tommaso Pobega;Spezia;Serie A;Italy;21;Left Centre Midfielder;Left Midfielder;1290,55;69,291915;28,57452486;40,32349349;6,774644566;42,24977601;53,35635207;71,48861511;72,40735443;68,5796685
Nabil Fekir;Real Betis;La Liga;France;27;Centre Attacking Midfielder;Right Wing;2764,9167;13,04332116;51,88578891;64,05036503;24,09920981;29,84271907;66,41470228;63,26897689;71,3715249;75,10955139
Ángel Di María;Paris Saint-Germain;Ligue 1;Argentina;33;Right Wing;Left Wing;1942,5001;22,90130798;36,10868003;65,85467185;69,66803886;36,93626766;67,02067341;70,89820679;71,35262042;67,58069112
Emil Forsberg;RB Leipzig;1. Bundesliga;Sweden;29;Centre Forward;Left Attacking Midfielder;1604,7665;39,16361914;41,23141294;51,05045536;48,69819817;23,81620741;76,61719373;75,34351819;71,18489067;63,67617099
Christopher Nkunku;RB Leipzig;1. Bundesliga;France;23;Left Wing;Right Wing;1995,4501;28,772311;38,81583244;59,6977163;43,18174159;25,89985653;78,65773201;69,01397865;71,13526091;63,63177627
Sofiane Diop;AS Monaco;Ligue 1;France;20;Left Midfielder;Right Midfielder;2122,7334;40,90379648;41,54915178;51,50526912;16,55351114;46,84782393;70,52283261;70,0553557;70,798663;67,05601768
Jérémy Doku;Rennes;Ligue 1;Belgium;19;Right Midfielder;Right Wing;2450,8672;13,30410772;52,0994445;61,91922806;24,35844266;49,03788529;65,90297389;64,36343516;70,59087977;66,85921854
Hamed Junior Traorè;Sassuolo;Serie A;Côte d'Ivoire;21;Left Wing;Centre Attacking Midfielder;1898,5001;29,2886313;39,96034468;50,59841868;26,85995707;54,97278166;70,76414951;65,32695663;70,58039727;66,84929018
Riyad Mahrez;Manchester City;Premier League;Algeria;30;Right Wing;Centre Forward;2059,3665;41,67059723;32,7092443;77,26504184;41,98132386;25,64030349;48,25255801;72,6116477;70,5342779;74,22845425
Iago Aspas;Celta Vigo;La Liga;Spain;33;Right Centre Forward;Left Centre Forward;3042,8005;49,80561626;40,89968956;52,61446061;43,46627127;13,12875946;34,47979696;74,72299831;70,20281335;73,87962951
Daniel Didavi;VfB Stuttgart;1. Bundesliga;Germany;31;Left Wing;Centre Attacking Midfielder;1037,8666;42,92719471;35,99001402;48,82546739;43,37961993;42,14896359;57,22114686;71,67078581;70,11180358;62,7162752
Weston McKennie;Juventus;Serie A;USA;22;Right Midfielder;Left Midfielder;1817,6667;41,71076623;25,49182263;52,61985611;24,57036691;53,92818219;81,36691362;64,836767;70,11155346;66,40523096
Brahim Diaz;AC Milan;Serie A;Spain;21;Centre Attacking Midfielder;Right Wing;1317,6833;38,48536247;45,60246269;57,28029128;17,38470915;34,80548207;57,19584891;70,17126275;69,99081852;66,29087846
Ángel Correa;Atlético Madrid;La Liga;Argentina;26;Right Centre Forward;Right Midfielder;2502,0493;43,01872133;36,34082705;49,10409772;36,69164087;38,52020621;55,56721786;70,02263488;69,98468352;73,6500753
Pablo Sarabia;Paris Saint-Germain;Ligue 1;Spain;29;Right Wing;Right Midfielder;1402,1666;43,8582341;24,95062758;54,33726415;61,40610927;33,38524332;64,84491538;71,2881503;69,79751347;66,10779214
Gabriel Jesus;Manchester City;Premier League;Brazil;24;Centre Forward;Left Wing;2202,9502;43,43397597;39,82295198;56,0221313;24,66376194;30,95375802;63,98664557;71,47640565;69,63515145;73,28223678
Amin Younes;Eintracht Frankfurt;1. Bundesliga;Germany;27;Left Attacking Midfielder;Left Wing;1470,6333;23,29047581;54,86085718;51,09475356;17,98008813;36,01166194;72,62814162;67,7572179;69,562015;62,22447938
Enock Mwepu;Salzburg;Bundesliga;Zambia;23;Right Centre Midfielder;Right Midfielder;2156,15;20,53980369;37,05417275;51,61014934;38,25143354;60,38834757;80,21717073;62,96643281;69,46311076;43,86071135
Patson Daka;Salzburg;Bundesliga;Zambia;22;Right Centre Forward;Left Centre Forward;2045,75;81,54028926;25,65293314;33,89573137;40,36873829;33,21915388;59,4171863;83,1011388;69,3232228;43,77238267
Bruno Fernandes;Manchester United;Premier League;Portugal;26;Centre Attacking Midfielder;Left Wing;3305,3838;22,90491516;27,33587678;70,39545942;49,2410502;31,77765974;68,17364607;61,79435427;69,21377071;72,83878655
Raheem Sterling;Manchester City;Premier League;England;26;Left Wing;Right Wing;2695,1836;39,01543903;40,41994145;66,23568656;29,05675689;33,41793244;44,54682166;70,44946427;69,18263011;72,80601499
Ivo Rodrigues;Famalicão;Primeira Liga;Portugal;26;Left Wing;Left Midfielder;1062,1833;67,76967323;30,17372702;41,21902944;26,82320279;51,43622037;47,04597378;76,25185594;68,98295435;65,33629323
Dani Rodríguez;Mallorca;La Liga 2;Spain;32;Centre Attacking Midfielder;Left Centre Forward;3234,35;24,10047166;46,58693009;52,95465546;20,56227503;37,55056494;66,61528103;63,73670053;68,92661899;50,77561685
Paulo Dybala;Juventus;Serie A;Argentina;27;Right Centre Forward;Left Centre Forward;1196,0167;23,25215427;44,3796605;67,3988979;31,61379345;31,546252;61,52963319;66,57434193;68,70535674;65,07337033
Franck Ribéry;Fiorentina;Serie A;France;38;Left Centre Forward;Left Wing;2226,6167;21,69839718;51,67340996;62,33269924;32,4422566;32,95863558;41,02138871;66,85724701;68,69134972;65,06010377
Karim Benzema;Real Madrid;La Liga;France;33;Centre Forward;Left Centre Forward;3035,65;53,14843822;31,60941508;61,05380135;33,46577908;48,78578262;28,73679895;72,32635688;68,60456271;72,19767177
Junya Ito;KRC Genk;Jupiler Pro League;Japan;28;Right Wing;Left Wing;3428,2837;35,84249823;39,41662993;53,24856809;60,72556342;30,6412939;42,7872274;72,20609367;68,53094837;50,48414136
Kelechi Iheanacho;Leicester City;Premier League;Nigeria;24;Right Centre Forward;Centre Forward;1571,8668;59,48075201;33,04103668;52,68678353;30,34098197;23,99505441;49,83029014;75,01665789;68,37376042;71,9547814
Patrick Wimmer;Austria Wien;Bundesliga;Austria;20;Left Back;Left Midfielder;2155,2163;35,66659804;47,27197281;27,80506217;22,30869795;49,26804908;50,25331131;64,61884991;68,34033514;43,1517633
Václav Černý;Twente;Eredivisie;Czech Republic;23;Right Wing;0;1230,0166;48,28746578;34,2822176;41,66692844;40,90167364;33,78733062;56,67262641;70,97657218;68,34006848;50,34352741
Flavien Tait;Rennes;Ligue 1;France;28;Left Centre Midfielder;Left Midfielder;1465,1501;10,13932971;39,07791573;61,51543854;23,01300942;58,31467953;67,27838065;55,28923655;68,26863154;64,65973183
Iván Jaime;Famalicão;Primeira Liga;Spain;20;Centre Attacking Midfielder;Left Centre Forward;1163,0333;40,63420015;45,72787235;42,42198217;15,426493;42,25002912;64,91573351;69,23538365;68,24679677;64,63905131
Ridgeciano Haps;Feyenoord;Eredivisie;Netherlands;27;Left Back;Left Wing;1551,7333;43,04510659;37,43684456;56,25467372;21,52228204;57,10242063;37,46941919;67,87275513;68,24495888;50,27346379
Vinícius Júnior;Real Madrid;La Liga;Brazil;20;Left Wing;Left Centre Forward;2075,3003;17,97089686;46,25930334;63,02358839;24,3053956;30,19613636;74,8016466;63,53978542;68,20150361;71,77350277
Mauro Júnior;PSV Eindhoven;Eredivisie;Brazil;22;Right Midfielder;Right Back;1078,2833;38,56423175;30,33987437;58,34746114;18,76839713;49,73393152;75,02647714;64,80029898;68,16549245;50,21492389
Myron Boadu;AZ Alkmaar;Eredivisie;Netherlands;20;Centre Forward;Left Centre Forward;2647,0498;74,48053964;30,69829064;40,98309923;22,64147115;24,74766268;44,35026997;77,24676022;68,0952042;50,16314521
Jesse Lingard;West Ham United;Premier League;England;28;Centre Attacking Midfielder;Left Wing;1514,4667;52,9254178;30,89569445;60,79495893;13,90985096;38,37281253;41,76651395;68,04049842;68,09511735;71,66154462
Federico Chiesa;Juventus;Serie A;Italy;23;Left Midfielder;Right Midfielder;2307,7;35,18300897;33,80722301;47,81246249;43,73425687;51,72319241;58,00507667;66,62085139;68,05252337;64,45504783
Cody Gakpo;PSV Eindhoven;Eredivisie;Netherlands;22;Left Midfielder;Left Wing;1741,1666;41,71832218;46,47610555;47,92541472;30,01754111;36,89044689;63,22272659;74,25152508;68,04800996;50,12837901
Todd Cantwell;Norwich City;Championship;England;23;Left Wing;Centre Attacking Midfielder;2734,8;23,34750291;52,33419046;60,38886244;34,03983509;32,15223445;59,82677727;70,2318609;67,99196214;60,82003873
Bernardo Silva;Manchester City;Premier League;Portugal;26;Right Centre Midfielder;Right Wing;2198,2502;16,79290792;39,13162689;81,96634914;25,78693052;34,12606602;65,34361893;62,20623647;67,98934211;71,55022948
Gelson Martins;AS Monaco;Ligue 1;Portugal;26;Left Midfielder;Left Wing;1613,9166;27,96125801;42,61410116;58,75641245;28,158708;43,3217522;58,67492009;66,0117767;67,90446998;64,31482102
Adam Ounas;Crotone;Serie A;Algeria;24;Right Centre Forward;Left Centre Forward;1248,7999;40,12306979;54,57143123;48,53779486;44,79889064;33,2688954;24,27000562;76,94034208;67,85297698;64,26605011
Son Heung-Min;Tottenham Hotspur;Premier League;South Korea;28;Left Wing;Centre Attacking Midfielder;3317,6658;59,23944137;33,43585109;46,80910561;32,9449695;25,25725778;51,14010322;74,70007495;67,65990612;71,20353955
Javi Puado;Espanyol;La Liga 2;Spain;23;Left Midfielder;Left Wing;2576,6328;53,11459904;35,38565332;47,25043369;26,1798393;33,39395779;39,72378116;70,17545077;67,55993147;49,76883017
Robert Lewandowski;Bayern Munich;1. Bundesliga;Poland;32;Centre Forward;0;2594,5833;80,27662538;28,26866428;43,6995882;22,74570162;25,38390782;48,38756427;80,17923992;67,53182618;60,4084388
Callum O'Hare;Coventry City;Championship;England;23;Centre Attacking Midfielder;Right Wing;3839,85;11,74785405;40,67586639;48,39493969;25,15108484;45,96845452;72,59911909;54,63843315;67,47988191;60,36197371
Goran Pandev;Genoa;Serie A;Macedonia;37;Right Centre Forward;Left Centre Forward;1488,8835;74,17439012;33,57691625;42,48025973;17,01976639;38,14883231;29,43717657;76,97590829;67,43066055;63,86605869
Jean-Luc Dompé;Zulte-Waregem;Jupiler Pro League;France;25;Left Wing;Left Wing Back;1605,1497;50,99263935;45,35822832;43,0719031;29,02131547;36,9136736;38,8115999;74,75409755;67,42145584;49,66682044
Jonathan David;Lille;Ligue 1;Canada;21;Left Centre Forward;Right Centre Forward;2465,5332;60,44208102;29,0611528;42,35149404;20,42346512;34,59935673;68,47528158;71,58736469;67,40170994;63,8386385
Leon Bailey;Bayer Leverkusen;1. Bundesliga;Jamaica;23;Right Wing;Left Wing;2261,4497;39,75065736;49,85888067;45,03187242;38,13555117;32,72338146;40,95125137;73,55857274;67,29437682;60,19603605
Yannick Carrasco;Atlético Madrid;La Liga;Belgium;27;Left Wing Back;Left Midfielder;2287,8167;34,6290616;39,28641846;49,73436928;33,15196989;47,24791046;43,39428511;65,54388569;67,25832149;70,78092224
Lucas Moura;Tottenham Hotspur;Premier League;Brazil;28;Right Wing;Centre Attacking Midfielder;1534,1168;38,78505532;46,49810532;44,22571468;21,76094035;47,03082714;54,7928233;69,64156754;67,23902063;70,76061052
Calvin Stengs;AZ Alkmaar;Eredivisie;Netherlands;22;Right Wing;Centre Attacking Midfielder;2753,6836;28,56862265;40,30647788;56,17345272;36,30295183;38,46149859;45,27829919;64,45750414;67,16797416;49,48009013
Yari Verschaeren;RSC Anderlecht;Jupiler Pro League;Belgium;19;Centre Attacking Midfielder;Right Wing;1411,7333;61,03939434;31,95725286;50,70263496;23,1103642;33,95439104;50,17472682;73,87433707;67,09738614;49,42809063
Dejan Kulusevski;Juventus;Serie A;Sweden;21;Right Midfielder;Right Centre Forward;2037,6167;28,65927284;34,05563758;54,93332826;48,52147948;35,713039;73,44250247;66,41448466;67,08997596;63,54338378
Domenico Berardi;Sassuolo;Serie A;Italy;26;Right Wing;Right Midfielder;2618,8167;28,64680054;33,76696763;60,43931925;28,7673932;38,04827134;61,39289352;61,64254931;66,77157811;63,24181746
Tariqe Fosu;Brentford;Championship;England;25;Left Wing;Right Wing;2022,3834;36,1749227;40,45232501;43,30164358;18,48874504;48,83018059;65,02072665;64,95654701;66,68257807;59,64877101
Pizzi;Benfica;Primeira Liga;Portugal;31;Right Defensive Midfielder;Right Wing;1995,7333;34,80761476;29,55309009;75,74262772;25,95600601;37,90744625;65,32080037;65,66182308;66,64001955;63,11721351
Amath Ndiaye;Mallorca;La Liga 2;Senegal;24;Left Wing;Left Centre Forward;2411,4333;55,93326411;30,45023189;39,10016185;9,260700566;48,24712708;62,99683063;66,89574006;66,63731988;49,08917732
Toni Suárez;Real Valladolid;La Liga;Spain;26;Left Midfielder;Centre Attacking Midfielder;1025,5333;31,86773755;38,38556831;43,83639858;21,20786714;42,20936194;56,9342574;60,68771158;66,60592834;70,09436053
Jack Harrison;Leeds United;Premier League;England;24;Left Midfielder;Left Centre Midfielder;3015,2832;41,0435175;31,64910095;40,54693697;34,9902174;48,77409763;73,52068151;66,68249568;66,50032177;69,9832229
Adama Traoré;Wolverhampton Wanderers;Premier League;Spain;25;Right Wing;Left Wing;2882,0168;11,16234971;70,92150175;36,07101708;30,60487718;48,71003509;30,16368529;66,08795089;66,47759857;69,95930959
Felipe Caicedo;Lazio;Serie A;Ecuador;32;Right Centre Forward;Left Centre Forward;1020,23334;63,26885004;39,02648354;39,09560314;10,59498714;22,69627706;48,72299919;73,04924535;66,39742977;62,88744781
Alexandre Lacazette;Arsenal;Premier League;France;30;Centre Forward;Centre Attacking Midfielder;2046,8834;58,81118388;37,98429398;40,5064816;21,17650875;29,12117698;46,91351792;72,87442064;66,24837106;69,71807647
Fidel;Elche;La Liga;Spain;31;Left Midfielder;Left Wing Back;2539,7002;55,20898596;36,74352524;37,48522568;21,87280945;42,46796192;36,62109381;69,34194213;66,18524277;69,65164189
Charles De Ketelaere;Club Brugge;Jupiler Pro League;Belgium;20;Left Wing;Right Wing;2655,1338;23,02997281;38,32646396;52,79220315;39,74272599;47,09440238;71,99229083;63,88480553;66,12075609;48,70864444
Samuel Shashoua;Tenerife;La Liga 2;England;22;Left Centre Forward;Right Centre Forward;1608,35;20,87546028;50,8767443;53,8544596;16,72071054;32,85905886;41,92536543;60,61740838;66,11019472;48,70086428
Martin Terrier;Rennes;Ligue 1;France;24;Centre Forward;Left Wing;2545,9165;42,87263652;29,99024268;49,18873178;28,37538289;33,31323554;70,93404407;65,72441024;66,10413906;62,60966139
Daan Heymans;Waasland-Beveren;Jupiler Pro League;Belgium;21;Right Centre Midfielder;Right Wing;2276,9834;62,88169104;30,55975958;39,42342544;21,01711953;38,14091968;34,36251549;69,68155302;66,09794085;48,69183732
Erling Haaland;Borussia Dortmund;1. Bundesliga;Norway;20;Centre Forward;Right Centre Forward;2531,2002;79,04756674;31,21355984;33,58391777;34,56900385;9,625408069;45,67412076;80,4384799;66,07179707;59,10241638
Romain Faivre;Stade Brestois;Ligue 1;France;22;Right Midfielder;Left Midfielder;3033,417;20,58688825;48,8433848;53,60559397;16,17617312;48,46855877;44,99923581;60,4665755;66,05316581;62,56138275
Dušan Tadić;Ajax;Eredivisie;Serbia;32;Left Wing;Left Wing Back;2749,9165;25,44454888;33,19199722;61,84925612;74,30354778;28,96550625;44,10888166;67,66975588;66,02197318;48,63587483
Sergio Peña;FC Emmen;Eredivisie;Peru;25;Centre Attacking Midfielder;Left Wing;2944,183;9,952738558;46,21574765;58,21154164;26,42596859;47,95841655;53,66102339;57,22565842;65,94644847;48,58023865
