Name;Team;Competition;Nationality;Age;Primary Position;Secondary Position;Minutes Played;finishing;dribbling;passing;creation;defending;pressing;overall;overall_global;overall_league_adjusted
Antoñín Cortés;Rayo Vallecano;La Liga 2;Spain;21;Centre Forward;Left Centre Forward;1471,8501;53,26481358;35,93169541;23,33851742;6,698792136;36,84175907;37,98343034;61,07368463;50,10225707;36,90842588
Kasey Palmer;Bristol City;Championship;England;24;Left Midfielder;Right Centre Midfielder;1514,8335;25,89448773;41,92667268;31,5510081;12,71751017;39,78088515;35,424255;52,23620481;50,09490849;44,81080085
Anthony Martial;Manchester United;Premier League;France;25;Centre Forward;Left Wing;1572,3335;24,83737251;42,05560292;54,62741591;20,17398926;2,115565098;29,73989545;55,16879511;50,07247014;52,69497569
Marko Pjaca;Genoa;Serie A;Croatia;26;Left Centre Forward;Right Centre Forward;1530,0334;24,99754193;34,31799243;47,92063156;22,2482284;40,57507935;27,75309254;52,07680864;50,04771136;47,40202817
Moussa Diaby;Bayer Leverkusen;1. Bundesliga;France;21;Left Wing;Right Wing;2508,1836;19,74277832;31,00405294;46,09772305;42,83998218;21,37147179;41,63630702;51,8282318;50,02025098;44,74401835
Romain Hamouma;Saint-Étienne;Ligue 1;France;34;Left Centre Forward;Right Centre Forward;1861,0001;43,58054585;33,13662713;35,21592753;13,53998061;17,79977871;45,78516551;57,69907784;49,99716965;47,35415826
Georg Teigl;Austria Wien;Bundesliga;Austria;30;Right Back;Right Midfielder;2622,9668;21,39294065;28,47994666;32,59480119;18,48920059;60,14285681;31,36044335;44,21116912;49,99467018;31,56786061
Callum Wilson;Newcastle United;Premier League;England;29;Right Centre Forward;Centre Forward;2242,5;45,44024362;34,59232164;28,14379376;16,04766354;21,51182249;22,34573792;56,23851882;49,89951077;52,51295771
Gerard Valentín;Lugo;La Liga 2;Spain;27;Right Wing;Right Midfielder;1829,8667;28,27984159;53,77717744;17,16346291;20,18917233;45,08370529;20,5335601;57,87172897;49,89132615;36,7530411
Mikel Oyarzabal;Real Sociedad;La Liga;Spain;24;Left Wing;Left Midfielder;2492,2837;22,24797508;29,39493601;41,83916961;24,65724503;29,10236118;46,4075515;48,27284785;49,87569258;52,48789206
Lucas Boyé;Elche;La Liga;Argentina;25;Centre Forward;Left Centre Forward;2842,5;30,80945841;37,72904116;35,68398006;5,916061689;29,84307241;50,55381706;52,9172623;49,86850099;52,48032381
Callum Robinson;West Bromwich Albion;Premier League;Republic of Ireland;26;Centre Forward;Left Midfielder;1654,5168;39,99106132;32,51352998;37,62694236;7,877118764;30,37440266;19,37444286;52,32934869;49,8630722;52,47461069
Matheus Pereira;West Bromwich Albion;Premier League;Brazil;25;Centre Attacking Midfielder;Right Midfielder;2749,0332;29,32499581;32,6331162;40,77873117;21,90579395;30,92403939;24,71654955;50,93819415;49,85056035;52,46144355
Naïs Djouahra;Mirandés;La Liga 2;France;21;Left Wing;Right Wing;1371,2666;35,93956711;34,7821794;36,39650884;4,165961376;45,34002245;35,53038368;53,11982708;49,80657778;36,6906102
Lennerd Daneels;RKC Waalwijk;Eredivisie;Belgium;23;Right Wing;Left Wing;2109,5;16,36339442;36,28671259;38,54743201;14,07824242;42,33760751;52,10468896;47,42946307;49,7815536;36,67217583
Enis Bardhi;Levante;La Liga;Macedonia;25;Left Midfielder;Left Defensive Midfielder;1782,1669;6,998531291;37,02930014;48,32578939;9,046394964;43,56285875;45,08024817;42,79255674;49,77560649;52,38256404
Kelvin Yeboah;Swarovski Tirol;Bundesliga;Italy;21;Right Centre Forward;Left Centre Forward;1253,2334;23,52146502;43,31114065;23,06421624;42,79872267;17,05648779;40,57000029;55,90796389;49,77309687;31,42795379
Bobby Reid;Fulham;Premier League;England;28;Right Wing Back;Right Wing;2515,0835;34,79637593;27,34961294;39,76723513;9,149636836;39,44732679;41,59744445;50,26041069;49,74756598;52,35305493
Bryan Mbeumo;Brentford;Championship;France;21;Right Wing;Left Wing Back;3468,483;30,14821516;30,97974579;34,06531777;29,3360437;28,97918116;45,11096847;52,91996003;49,74186305;44,49499532
Chinedu Obasi Ogbuke;Altach;Bundesliga;Nigeria;34;Centre Forward;Right Centre Forward;1310,2667;24,05176484;44,66403897;30,01711977;9,830985068;36,02363432;40,86401822;52,20002788;49,70422217;31,38446462
Florian Rieder;Swarovski Tirol;Bundesliga;Austria;25;Left Midfielder;Right Midfielder;1881,6168;18,28940603;33,28930414;28,61439027;24,73079504;52,16922449;51,24453649;47,640583;49,70328295;31,38387157
Patrick Joosten;FC Groningen;Eredivisie;Netherlands;25;Left Wing;Left Centre Forward;1208,4166;32,43100746;32,81050994;41,36076222;21,9729747;21,54488904;41,63231342;54,24609629;49,61836825;36,5519634
Aylton Boa Morte;Portimonense;Primeira Liga;São Tomé e Príncipe;27;Right Wing;Left Wing;2727,1833;31,25506023;37,54346818;29,77602879;15,59858528;47,07445165;45,10431554;54,54696798;49,5685335;46,94818119
Junior Fashion Sakala;KV Oostende;Jupiler Pro League;Zambia;24;Right Centre Forward;Left Centre Forward;2741,4497;41,9932349;23,57407029;36,93206336;20,76738616;20,6094352;43,32043978;53,09795227;49,53911132;36,49357783
Duane Holmes;Huddersfield Town;Championship;USA;26;Left Wing;Right Wing;1299,6833;32,94449639;25,75709313;38,40351717;11,54754259;38,25113954;53,21668578;49,79515478;49,52652556;44,30237204
Saman Ghoddos;Brentford;Championship;Iran;27;Left Centre Midfielder;Left Wing;1684,55;22,72351233;27,61745819;34,59029315;19,23012534;42,68447622;69,20424646;48,22608799;49,52329811;44,29948503
João Pedro;Watford;Championship;Brazil;19;Centre Forward;Left Centre Forward;2930,0164;26,86242842;34,05124351;36,99900839;11,07789749;31,90531436;55,08146842;50,64973504;49,52038504;44,29687923
José Rodríguez;Lugo;La Liga 2;Panama;22;Left Wing;Left Midfielder;1857,6499;40,38275964;43,36825321;22,53694996;10,60553913;28,6840595;27,82129924;57,23182359;49,49162553;36,45859687
Randy Nteka;Fuenlabrada;La Liga 2;France;23;Centre Attacking Midfielder;Left Centre Forward;3240,9832;22,554674;44,84639275;27,83333792;17,39993857;25,24269344;34,7547033;51,32504931;49,45483984;36,43149824
Robbie Brady;Burnley;Premier League;Republic of Ireland;29;Right Midfielder;Left Midfielder;1117,6499;14,90463683;33,536551;33,63238055;11,93260368;45,80675689;23,07713918;40,35638955;49,42395015;52,01248999
Andros Townsend;Crystal Palace;Premier League;England;29;Right Midfielder;Right Wing;2427,3335;6,669444333;41,45845098;35,7661813;14,09416626;53,35481862;28,6559918;42,48121414;49,41214541;52,00006697
Junior Stanislas;AFC Bournemouth;Championship;England;31;Right Wing;Left Wing;2586,6003;26,33418507;32,63455202;54,10117074;13,913293;33,8729238;28,47016421;50,87055144;49,41046114;44,19855032
Didier Lamkel Zé;Antwerp;Jupiler Pro League;France;24;Centre Forward;Right Centre Forward;1832,7167;44,76731344;29,70372582;40,83421943;20,66146261;16,10111882;23,85748051;56,54150468;49,38307097;36,37862885
Nils Petersen;Freiburg;1. Bundesliga;Germany;32;Left Centre Forward;Centre Forward;1390,6168;54,90347421;15,08387346;26,69284847;17,32203902;27,39477975;50,41389871;53,65905827;49,37144585;44,16365044
Kelvin Yeboah;Sturm Graz;Bundesliga;Italy;21;Right Centre Forward;Left Centre Forward;1037,0833;42,8867119;41,66197413;19,44262553;13,42872353;13,51471645;50,24609764;59,19289099;49,30403894;31,13177911
Eliano Reijnders;PEC Zwolle;Eredivisie;Netherlands;20;Right Centre Midfielder;Right Wing;1762,65;30,7354839;25,46524656;36,15522019;14,52945573;36,17859311;61,11038804;49,35682871;49,2925329;36,3119329
Robin Quaison;FSV Mainz 05;1. Bundesliga;Sweden;27;Left Wing;Centre Attacking Midfielder;1559,0001;37,45976562;31,83587134;27,73949718;30,4569992;37,77475631;29,12721085;55,20384699;49,27543511;44,0777671
David Ferreiro;Huesca;La Liga;Spain;33;Right Wing;Right Centre Midfielder;2653,7666;16,44873533;36,88024819;38,35750217;21,76538561;21,80677725;47,78767036;47,69534832;49,27240593;51,85300876
Roni;UD Logroñés;La Liga 2;Spain;27;Centre Forward;Right Centre Forward;1459,3334;66,61012476;20,52287943;31,97938516;12,57704855;20,84411399;39,34852604;61,77511062;49,27065876;36,29581906
Moise Kean;Paris Saint-Germain;Ligue 1;Italy;21;Centre Forward;Right Centre Forward;1772,9333;66,77368293;27,26978356;35,87660629;8,477651481;21,33540031;39,36073725;65,76117314;49,2374057;46,63455787
Sammy Ameobi;Nottingham Forest;Championship;England;29;Left Wing;Right Wing;2319,5334;12,54872178;36,19189317;40,99249314;18,4205998;45,70388308;29,95500188;44,42629852;49,21987019;44,02806327
Luis Advíncula;Rayo Vallecano;La Liga 2;Peru;31;Right Back;Right Wing;3158,7837;12,20094765;36,12151704;43,97810109;9,516119882;46,15774579;40,09169669;43,97022739;49,2186106;36,25747715
Pablo Fornals;West Ham United;Premier League;Spain;25;Left Wing;Right Wing;2720,7;24,73079268;21,42294647;48,67925903;14,88940224;27,5644126;38,17737146;43,13295466;49,12353484;51,69634066
Willian;Arsenal;Premier League;Brazil;32;Right Wing;Left Wing;1518,9667;11,80886817;28,70014538;63,16071175;19,15095747;31,1962763;40,19524132;44,67190985;49,09124209;51,6623566
Riccardo Orsolini;Bologna;Serie A;Italy;24;Right Wing;Right Midfielder;1858,1833;20,34844461;40,78075141;35,32194891;13,03699715;42,45816782;43,47596881;50,41490822;49,0322659;46,44026243
Dwight McNeil;Burnley;Premier League;England;21;Left Midfielder;Right Midfielder;3261,9006;17,27659676;35,60339717;36,50613732;19,33198674;36,13781025;31,08237626;45,49233086;49,00129218;51,56769563
Kévin Gameiro;Valencia;La Liga;France;34;Left Centre Forward;Right Centre Forward;1190,6669;62,55135942;15,2709041;39,9536066;16,15955786;23,30593024;38,87404361;59,01822629;48,97647832;51,54158218
Pablo Hervías;Real Valladolid;La Liga;Spain;28;Right Back;Right Midfielder;1310,3999;0,019527243;33,18353435;45,48102733;35,84002997;56,11838553;22,71234263;40,41665959;48,95916287;51,52335984
Arthur Masuaku;West Ham United;Premier League;DR Congo;27;Left Wing Back;Left Wing;1059,6167;0,013295007;40,33199728;50,8555078;28,53762214;40,97211803;16,95142679;42,42290473;48,92750876;51,49004787
Fraizer Campbell;Huddersfield Town;Championship;England;33;Centre Forward;Right Centre Forward;3208,1167;31,61376264;26,6917376;28,25770185;9,970795078;43,20960425;55,83325893;47,71509738;48,85497329;43,7016564
João Carvalho;Almería;La Liga 2;Portugal;24;Centre Attacking Midfielder;Left Wing;1980,2668;0,022404733;33,80823917;52,06176675;21,86515551;37,98813258;68,20221879;42,9869147;48,84839049;35,98475009
Ryan Gauld;SC Farense;Primeira Liga;Scotland;25;Centre Attacking Midfielder;Left Wing;3016,8667;14,26393449;34,51788301;28,7024334;20,76084839;44,69382081;42,92208353;43,7581696;48,8277654;46,24657248
Hugo Fraile;Alcorcón;La Liga 2;Spain;34;Right Wing;Right Midfielder;2205,1333;39,51227636;33,57681341;35,04645706;7,714788794;30,28582996;33,28693425;53,69215134;48,8069921;35,95425347
Mats Köhlert;Willem II;Eredivisie;Germany;23;Left Wing;Right Wing;1569,0833;0,020922235;34,38208976;44,91488905;23,10278685;51,4706303;40,38347494;39,79825349;48,80099354;35,94983456
Jordan Rhodes;Sheffield Wednesday;Championship;Scotland;31;Centre Forward;Left Centre Forward;1642,9336;50,71121329;26,6428992;24,03330231;9,938366425;33,94873791;35,04963435;54,52689121;48,75807862;43,61498237
Gaspar Campos;Sporting Gijón;La Liga 2;Spain;21;Left Wing;Right Midfielder;1644,1001;26,994247;19,17807232;42,98353364;12,57577531;36,07934014;68,40901648;45,37657244;48,74851893;35,91117851
Elijah Adebayo;Luton Town;Championship;England;23;Left Centre Forward;Centre Forward;1373,1333;30,73011417;31,14494798;28,81715651;9,153321605;22,1146816;59,63256611;48,81019455;48,73454166;43,59392813
Rafael Barbosa;Tondela;Primeira Liga;Portugal;25;Left Wing;Left Centre Midfielder;1773,017;18,85847272;33,66637601;43,21822051;18,48434708;27,03408502;42,06889916;47,12414281;48,67927998;46,10593647
Ryan Giles;Rotherham United;Championship;England;21;Left Wing Back;Left Midfielder;1286,6;62,552315;22,29184075;22,36160119;14,49386593;42,04392762;16,44426376;57,71706984;48,67177395;43,53778128
El Bilal Touré;Stade de Reims;Ligue 1;Mali;19;Centre Forward;Left Centre Forward;1348,7501;47,88316505;23,21736737;28,3627024;7,429710503;34,71023429;35,09825307;51,31535377;48,67112101;46,09820881
Afonso Sousa;Belenenses ;Primeira Liga;Portugal;21;Left Wing;Left Defensive Midfielder;2046,1497;13,97841192;41,64987231;43,27616074;13,76994393;30,98535972;34,04024319;47,3553104;48,66124385;46,0888538
Dor Hugi;SKN Sankt Pölten;Bundesliga;Israel;25;Left Wing;Left Centre Forward;2357,1833;36,69672238;25,38715871;27,41897758;35,76692132;47,39615018;32,9465399;53,20164373;48,65662344;30,72298509
Beto;Portimonense;Primeira Liga;Portugal;23;Centre Forward;Left Centre Forward;2120,4668;47,47203219;35,12909095;25,57186159;16,93899486;20,13062402;40,48928137;59,34611423;48,63314942;46,06224453
Mike Trésor Ndayishimiye;Willem II;Eredivisie;Belgium;22;Left Wing;Left Centre Midfielder;2569,9;5,804404027;39,90059106;38,40903742;32,68490974;46,55712642;34,95732878;46,17581701;48,61157622;35,81029803
Yunus Dimoara Musah;Valencia;La Liga;England;18;Right Midfielder;Left Midfielder;1646,0835;35,84447631;33,03338488;38,65008566;7,432492745;35,37315515;38,20726061;52,90928122;48,59847935;51,14378581
Zaidu Sanusi;FC Porto;Primeira Liga;Nigeria;23;Left Back;Left Wing;1985,2833;14,91207407;32,06229889;37,81141743;5,319268088;63,03542414;51,97597384;43,31505631;48,59034463;46,02170254
Gervinho;Parma Calcio 1913;Serie A;Côte d'Ivoire;34;Left Wing;Left Centre Forward;2123,6333;37,4987258;30,66810016;48,88588933;18,29983096;11,31312611;22,97238123;53,76666788;48,57858171;46,01056144
Ivan Toney;Brentford;Championship;England;25;Centre Forward;Left Centre Forward;4421,7837;44,3577292;28,38871985;28,96978534;24,35404401;30,32639597;36,23111329;56,23250728;48,54111823;43,42090738
Zinedine Ferhat;Nîmes;Ligue 1;Algeria;28;Right Wing;Left Midfielder;3160,35;20,43967692;36,62375054;38,04082228;29,05123696;41,16606011;24,66990937;50,02648727;48,53275011;45,96715264
Mats Seuntjens;Fortuna Sittard;Eredivisie;Netherlands;29;Left Wing;Left Centre Midfielder;2626,4502;14,93501382;33,65310088;36,92309406;27,6213253;39,09430148;42,47086177;46,51921197;48,52672444;35,74779095
Éric Ebimbe;Dijon;Ligue 1;France;20;Right Wing;Centre Attacking Midfielder;2243,7832;5,498659861;41,87795365;42,1147928;13,59734709;36,48481553;43,79854665;43,9187624;48,48987601;45,92654501
Jarrod Bowen;West Ham United;Premier League;England;24;Right Wing;Centre Forward;2690,0498;36,61459583;38,23313421;32,11053166;20,55639368;24,58960437;25,10358309;55,81592933;48,45025674;50,98780016
Luuk de Jong;Sevilla;La Liga;Netherlands;30;Centre Forward;Left Centre Forward;1379,7831;32,21928038;37,26277803;32,17791267;13,34785405;19,67551725;51,02628294;53,77867572;48,44107908;50,97814183
Tomás Esteves;Reading;Championship;Portugal;19;Right Back;Right Wing;1377,5001;16,38314306;29,03648192;40,0352617;8,623406903;77,60825037;38,01882113;42,95461548;48,41863804;43,31134663
Manu García;Sporting Gijón;La Liga 2;Spain;23;Centre Attacking Midfielder;Left Midfielder;3004,1497;6,339145285;41,45719758;39,18234749;19,47564903;28,66154803;51,98238641;45,29138959;48,41634987;35,66648221
Neal Maupay;Brighton & Hove Albion;Premier League;France;24;Centre Forward;Right Centre Forward;2672,5999;19,56302182;31,23577383;40,37638588;21,65115102;23,79807917;48,52025227;46,73830418;48,38647287;50,92067566
Jafar Arias;VVV Venlo;Eredivisie;Curaçao;25;Left Centre Forward;Centre Forward;1410,5499;49,78281992;25,38306812;40,59150683;20,14210884;16,1072626;22,42934768;56,48226633;48,3788234;35,63883789
Álex Bermejo;Tenerife;La Liga 2;Spain;22;Left Midfielder;Left Centre Forward;1188,4165;28,52337796;31,83677928;31,52360646;11,58362286;31,7809168;51,34559727;48,79855619;48,2946458;35,57682745
Simy;Crotone;Serie A;Nigeria;29;Left Centre Forward;Right Centre Forward;3111,166;54,43104365;32,68972035;33,83073508;9,173308188;17,42189221;27,18429636;60,08414287;48,28021182;45,72796435
Boulaye Dia;Stade de Reims;Ligue 1;France;24;Centre Forward;Right Centre Forward;3055,4167;38,56588689;33,30259495;37,90149171;9,282009112;25,11015332;26,88257114;52,88538454;48,22170137;45,67254694
Maximilian Breunig;Flyeralarm Admira;Bundesliga;Germany;20;Right Centre Forward;Centre Forward;1367,3168;39,51944778;32,02599013;23,38361463;7,660152192;27,83447684;39,62809935;50,86386547;48,21450084;30,44381804
Charlie Austin;Queens Park Rangers;Championship;England;31;Right Centre Forward;Left Centre Forward;1476,0831;45,6289881;29,46891356;28,16562621;11,99808374;31,43785143;47,73688156;55,97043915;48,19206525;43,10867318
Joelinton;Newcastle United;Premier League;Brazil;24;Left Centre Forward;Right Centre Forward;2145,5334;16,87710155;36,37060552;36,00752617;16,03481027;43,42040628;25,27506468;44,67416499;48,09653125;50,61554858
Daryl Dike;Barnsley;Championship;USA;20;Centre Forward;Right Wing;1527,9667;71,06853686;32,23572316;17,41098731;5,794807076;17,2760457;36,61133157;65,99077202;48,08980722;43,01720153
Yukinari Sugawara;AZ Alkmaar;Eredivisie;Japan;20;Right Back;Right Wing;1767,7668;32,05216343;12,9519068;45,92778154;13,44511213;53,44600713;36,95326491;42,91997495;48,08853417;35,42499286
Jan Thielmann;FC Köln;1. Bundesliga;Germany;19;Right Wing;Right Centre Forward;1107,6001;41,5903216;24,76245766;33,86237155;9,641080339;34,02898748;35,83426225;50,39864878;48,06175511;42,99210841
Mitchell van Bergen;SC Heerenveen;Eredivisie;Netherlands;21;Right Wing;Left Wing;2869,6;18,11991327;28,4956568;41,50299333;26,04858374;32,07503891;39,58590512;45,08442311;48,05824866;35,40268268
Nahki Wells;Bristol City;Championship;Bermuda;30;Left Centre Forward;Left Wing;3247,666;35,17681041;25,95137291;35,45322391;13,31550834;34,81981408;33,8674892;48,49968561;48,05085311;42,98235637
Juan Hernández;Sabadell;La Liga 2;Spain;26;Left Midfielder;Left Wing;1587,5334;37,32751875;26,41556279;29,61041151;13,85209168;44,80326139;44,59369034;50,75996289;48,02869035;35,3809082
Ludovic Ajorque;Strasbourg;Ligue 1;France;27;Centre Forward;Left Centre Forward;3144,283;45,42265974;23,97314995;34,42017295;18,85426446;16,38091949;27,8776182;52,2393954;48,02402779;45,48532303
Julien Ngoy;AS Eupen;Jupiler Pro League;Belgium;23;Left Wing;Left Centre Forward;2157,4666;27,88690786;34,75185697;34,5521557;20,18599264;37,99855006;42,6121507;52,18515272;48,00252607;35,36163397
Sean Maguire;Preston North End;Championship;Republic of Ireland;27;Centre Forward;Left Centre Forward;1470,2834;25,88580189;29,51937737;45,12331157;12,86233908;24,01845263;38,88567804;47,18079137;48,00016961;42,93701907
Arkadiusz Milik;Marseille;Ligue 1;Poland;27;Right Centre Forward;Centre Forward;1298,2667;38,98649826;26,93497852;32,40064303;14,49977017;25,60172298;43,05997439;51,28991552;47,97916487;45,4428317
Ritsu Doan;Arminia Bielefeld;1. Bundesliga;Japan;22;Right Wing;Right Midfielder;2878,2;18,59695194;39,96342805;29,87747672;10,607408;42,11660733;41,10141176;46,9423719;47,96969528;42,90975922
Pierre-Emerick Aubameyang;Arsenal;Premier League;Gabon;31;Centre Forward;Left Wing;2488,4834;36,60793627;19,11407601;41,98007725;18,25638755;22,5601878;39,5682585;47,63342936;47,96346562;50,47551375
Fabián Orellana;Real Valladolid;La Liga;Chile;35;Right Midfielder;Left Midfielder;2245,3335;19,2152565;32,44287543;43,00611208;24,02771987;30,01416777;33,90356312;47,09260729;47,91535974;50,42488836
Vincenzo Grifo;Freiburg;1. Bundesliga;Italy;28;Left Midfielder;Left Wing;2406,2668;23,37560766;27,74427239;46,94408138;28,14822645;35,65744154;22,77328336;47,54157262;47,90754872;42,85416801
Kenedy;Granada;La Liga;Brazil;25;Right Wing;Left Wing;1572,0668;28,56498268;37,5355136;24,37266101;18,20916411;34,02368666;29,27442748;49,80368166;47,90125765;50,41004768
Farid Boulaya;Metz;Ligue 1;Algeria;28;Centre Attacking Midfielder;Left Wing;2964,433;17,14396849;40,59320487;42,55032132;22,02644857;22,09815911;27,03249021;48,86162221;47,88685473;45,35540137
Serge Tabekou;Royal Excel Mouscron;Jupiler Pro League;Cameroon;24;Right Wing;Right Midfielder;2136,333;27,10604091;33,41284176;28,80245626;21,17455984;38,93252945;28,25063854;48,38106536;47,88456341;35,27473537
Jackson Muleka;Standard Liège;Jupiler Pro League;DR Congo;23;Centre Forward;Right Centre Forward;1358,5168;47,73125466;29,15937671;32,889757;16,38518848;12,5874687;50,9978525;58,10231797;47,87398344;35,26694151
Alberth Elis;Boavista;Primeira Liga;Honduras;25;Centre Forward;Left Centre Forward;2633;41,1528287;35,97926389;29,48777847;29,62072163;17,38737295;23,55409754;57,90995562;47,87114885;45,34052576
Jordan Ayew;Crystal Palace;Premier League;Ghana;29;Left Centre Forward;Right Centre Forward;2237,3828;9,272647966;41,4211035;40,2604205;4,786089609;46,42219279;43,0599706;43,93075272;47,76382492;50,26541702
Denis Bouanga;Saint-Étienne;Ligue 1;Gabon;26;Left Midfielder;Right Midfielder;2853,05;11,63292574;33,75426878;27,54047123;20,19746798;33,415616;54,3996899;42,02155999;47,76182699;45,23698301
Kirian Rodríguez;Las Palmas;La Liga 2;Spain;25;Left Centre Midfielder;Left Midfielder;1873,2832;0,023506188;35,33193133;46,42076514;12,93543175;31,3902244;53,61047821;38,53008471;47,72009646;35,15357882
Juanjo Nieto;Real Oviedo;La Liga 2;Spain;26;Right Back;Right Centre Forward;3183,2;11,04938291;35,95429908;36,42831948;15,55978389;64,95262825;24,81947178;42,50678926;47,70398691;35,14171153
Álvaro Jiménez;Albacete;La Liga 2;Spain;26;Right Midfielder;Left Midfielder;2981,517;4,813723381;50,94833178;29,24661639;19,9869988;39,16508253;37,04602725;47,0222835;47,6978422;35,13718495
Richarlison;Everton;Premier League;Brazil;24;Left Centre Forward;Left Wing;3038,5671;19,48445102;40,23170067;33,10199468;16,91391841;37,25486934;36,18896583;48,84460263;47,66938719;50,16603319
Josh Sargent;Werder Bremen;1. Bundesliga;USA;21;Centre Forward;Right Centre Forward;2618,9668;26,68664243;32,57837357;30,47992979;23,19054544;29,9035638;42,00099097;49,44974455;47,66389609;42,63621633
Jonathan Burkardt;FSV Mainz 05;1. Bundesliga;Germany;20;Right Wing;Right Centre Forward;1460,65;15,95533505;36,6871549;34,05014628;16,94782879;48,24644768;33,68647106;45,4216858;47,66146804;42,63404439
Dominik Starkl;Flyeralarm Admira;Bundesliga;Austria;27;Left Wing;Left Midfielder;1246,8667;22,46541994;41,73592909;34,92322641;21,57472236;37,61909274;37,65429644;53,05518448;47,64624877;30,08500975
Manuel Lazzari;Lazio;Serie A;Italy;27;Right Wing Back;Right Midfielder;2768,9668;18,84363825;30,46558488;47,83028607;22,43945768;39,68669668;27,71565018;46,30757014;47,63850566;45,12018083
Timo Werner;Chelsea;Premier League;Germany;25;Centre Forward;Left Wing;2762,5334;20,30111203;23,45730139;46,30369575;35,89013345;26,88074231;49,69148188;47,43269796;47,63569109;50,13057228
Kanya Fujimoto;Gil Vicente;Primeira Liga;Japan;21;Right Wing;Left Wing;1057,9834;20,9069001;31,70024552;36,2633573;35,1653703;43,14312162;38,51803815;50,13403248;47,58816358;45,0725
Cristo González;Mirandés;La Liga 2;Spain;23;Centre Forward;Left Centre Forward;1585,9167;17,09590768;38,81597793;38,58429421;14,64333183;16,86440446;52,60197906;47,83756192;47,55495667;35,03192663
Erik Jirka;Mirandés;La Liga 2;Slovakia;23;Right Wing;Left Wing;1858,95;42,84310361;19,64358688;31,31873549;7,368979983;38,68926256;52,24168796;49,21695314;47,55141049;35,02931429
Manu Sánchez;Osasuna;La Liga;Spain;20;Left Back;Left Wing;1040,6666;0,008033379;24,04791256;42,57030505;14,51851222;62,74410596;40,96079488;32,04823757;47,500195;49,9879797
Elady Zorrilla;FC Cartagena;La Liga 2;Spain;30;Left Midfielder;Left Centre Forward;2933,6167;26,27054206;40,30264653;28,90287711;8,744431241;35,9400652;39,46308995;50,22632002;47,46086778;34,96261492
Christian Kouamé;Fiorentina;Serie A;Côte d'Ivoire;23;Right Centre Forward;Centre Forward;1115,7;12,88418646;41,7360793;41,18818685;17,68864934;42,32200397;38,23836595;48,48086057;47,43805053;44,93032241
Lukas Ried;Hartberg;Bundesliga;Austria;25;Right Wing;Centre Attacking Midfielder;1111,25;12,8794632;42,98979312;34,91975674;8,198891211;23,09107206;53,77031284;46,21691873;47,43718044;29,95299888
Jorge Correa;Marítimo;Primeira Liga;Argentina;28;Left Wing;Left Centre Midfielder;1496,2499;0,023977763;39,04767795;35,73747682;11,41294962;51,54211826;42,1125599;38,12475918;47,43421576;44,92669036
Arnaud Nordin;Saint-Étienne;Ligue 1;France;22;Right Midfielder;Right Centre Forward;1850,15;23,55911434;41,94081186;34,64013829;14,14212517;28,74415934;36,62671289;51,3187673;47,33359843;44,83139198
Josh Windass;Sheffield Wednesday;Championship;England;27;Left Centre Forward;Centre Forward;3108,9495;26,33632301;29,22843523;39,82160397;15,50038533;25,3997559;36,19209907;46,5278753;47,28151248;42,29416727
João Camacho;Nacional;Primeira Liga;Portugal;26;Left Midfielder;Left Wing;1897,7664;21,20701761;43,55264167;29,05793146;13,71940518;46,10725655;36,15575096;50,76327411;47,2707996;44,7719129
Colin Kazim-Richards;Derby County;Championship;Turkey;34;Centre Forward;Right Centre Forward;2954,4006;37,17512942;30,18534192;28,63365253;16,54178682;39,04660899;29,4752204;51,19079616;47,25552738;42,27092314
Conor Chaplin;Barnsley;Championship;England;24;Left Centre Forward;Left Wing;2217,25;19,88199868;28,76857994;36,7559754;21,48305201;33,2224059;44,27158275;44,79601573;47,24558046;42,26202543
Scott Sinclair;Preston North End;Championship;England;32;Left Wing;Right Wing;2812,483;44,61011535;33,44244237;38,89315247;9,647881025;21,90123154;20,33218255;55,69714417;47,2156659;42,23526632
Joe Lolley;Nottingham Forest;Championship;England;28;Right Wing;Left Wing;1577,9167;7,49321135;39,60955235;41,15004773;24,11129632;27,20384793;39,54181973;44,80943605;47,20415541;42,22496998
Ignatius Ganago;Lens;Ligue 1;Cameroon;22;Left Centre Forward;Right Centre Forward;1385,8334;47,26058476;38,97173333;32,06811337;12,18590301;19,63224823;29,74751869;60,51176883;47,19694294;44,70196055
Braian Ezequiel Mansilla;SC Farense;Primeira Liga;Argentina;24;Left Wing;Left Midfielder;1190,3501;10,48171482;38,64936845;24,17422822;15,65073689;59,23587173;44,78103093;43,1105595;47,15086751;44,65832081
Nacho Gil;FC Cartagena;La Liga 2;Spain;25;Left Midfielder;Left Wing;1982,2166;0,018856724;43,50778587;38,55968634;11,42785485;41,69609029;47,50920328;41,3172766;47,14326369;34,72864807
Joseph Efford;Waasland-Beveren;Jupiler Pro League;USA;24;Right Centre Forward;Centre Forward;1277,5499;31,03959689;33,11593529;32,77940022;31,01978911;26,30503242;34,70338383;53,4233643;47,06128603;34,66825825
